filtered_text;date
Mündliche Frage 10 Bärbel Höhn (BÜNDNIS 90/ DIE GRÜNEN) Position der Bundesministerin für Justiz in der Frage etwaiger Laufzeitverlängerun- gen für Atomkraftwerke Antwort Dr. Anlage 17 Mündliche Fragen 32 und 33 Dorothea Steiner (BÜNDNIS 90/ DIE GRÜNEN) Vorgaben des BMWi zur Endlagerung hochradioaktiver Abfälle und zur Übertra- gung der Kosten für die Sanierung der Asse auf die Atomkraftwerksbetreiber für die Berechnungen zur Wirtschaftlichkeit des Weiterbetriebs der Atomkraftwerke im Rahmen der Erstellung der Energieszena- rien Antwort Hans-Joachim Otto, Parl. Anlage 46 Mündliche Frage 78 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Eckpunkte für Nachrüstungsanforderun- gen für Atomkraftwerke Antwort Katherina Reiche, Parl. Vizepräsidentin Katrin Göring-Eckardt: Ich rufe die Frage 10 der Kollegin Höhn auf: Kann die Bundesministerin der Justiz in der Frage etwai- ger Verlängerungen der Laufzeit von Atomkraftwerken ein Vorgehen mittragen, das nach gutachterlicher Einschätzung ihres eigenen Hauses „mit einem nicht unerheblichen verfas- sungsrechtlichen Risiko verbunden wäre“, weil „nicht sicher davon ausgegangen werden“ kann, „dass das Bundesverfas- sungsgericht im Streitfall die Zustimmungsbedürftigkeit ver- neint“ (vergleiche Gutachten zur Zustimmungsbedürftigkeit einer Änderung des Atomgesetzes zur Verlängerung der Lauf- zeit von Kernkraftwerken vom 1. Staatssekretär bei der Bundes- ministerin der Justiz: Frau Kollegin Höhn, wie Sie wissen, ist die politische Meinungsbildung innerhalb der Bundesregierung über eine Laufzeitverlängerung der Atomkraftwerke in Deutschland und gegebenenfalls deren Ausgestaltung noch nicht abgeschlossen. Bärbel Höhn (BÜNDNIS 90/DIE GRÜNEN): Herr Staatssekretär, heute Mittag, 11.46 Uhr, ist über Reuters die Meldung verbreitet worden, dass eine Vor- entscheidung gefallen sei und der Bundesrat bei der Ver- längerung der Laufzeiten der Atomkraftwerke kein Veto- recht haben solle. Habe ich diese so zu verstehen, dass das Bundesjus- tizministerium ein Laufzeitenverlängerungsgesetz für verfassungsrechtlich unbedenklich halten würde, wenn den Bundesländern in diesem Gesetz die Verwaltungs- kompetenz für den Atombereich genommen und die gesamte Verwaltung der Atomkraftwerke in die Zustän- digkeit des Bundes überführt würde? – Herr Kollege Stadler, kennt der Staatssekre- tär im Justizministerium oder das Justizministerium oder kennen beide eine Gesetzesformulierung zur Verlänge- rung der Laufzeiten von Atomkraftwerken, in der keine neue Auftragsverwaltung vorgesehen ist und die deshalb nach Auffassung des Bundesjustizministeriums auch keiner Zustimmung der Länderkammer, also des Bun- desrates, bedarf? Nun geistert ja immer herum, dass diese Bundesregie- rung Laufzeitverlängerungen für Atomkraftwerke will. Haben Sie bei den Energieszenarien, die Sie in Auftrag gegeben haben, keinerlei Vorgaben über Laufzeitverlän- gerungen für Atomkraftwerke gemacht? Sie haben ja anscheinend einige Vorgaben gemacht, zumindest was die Laufzeiten der Atomkraftwerke be- trifft. Deswegen lautet meine Frage: Wird die von der Bundes- regierung nunmehr geplante Brennelementesteuer in die Berechnungen von EWI/Prognos zur Wirtschaftlichkeit der Atomkraft einbezogen? (Jörn Wunderlich [DIE LINKE]: Aber nicht für Familien!) Heute wurde nebenbei vielfältig kritisiert, dass mit dem Sparpaket der Beschluss der Koalitionsfraktionen verbunden ist, die Laufzeiten der Atomkraftwerke zu verlängern. Wenn wir für die Verlänge- rung der Laufzeiten von Atomkraftwerken eintreten, dann ist das auch ein Beitrag zur Sicherung der Arbeits- plätze und damit des Wohlstandes der Menschen in un- serem Land. Staatssekretärs Hans-Joachim Otto auf die Frage der Abgeordneten Bärbel Höhn (BÜNDNIS 90/ DIE GRÜNEN) (Drucksache 17/1917, Frage 29): Welche Vorgaben hat das Bundesministerium für Wirt- schaft und Technologie den Gutachtern, die die Energieszena- rien der Bundesregierung erstellen, zu den Kosten der im Fall einer Verlängerung der Laufzeit von Atomkraftwerken erfor- derlichen Sicherheitsnachrüstungen gemacht? Staatssekretärs Hans-Joachim Otto auf die Fra- gen der Abgeordneten Daniela Wagner (BÜNDNIS 90/ DIE GRÜNEN) (Drucksache 17/1917, Fragen 30 und 31): Welche Vorgaben zur Besteuerung von Brennelementen hat das Bundesministerium für Wirtschaft und Technologie den Gutachtern, die die Energieszenarien der Bundesregie- rung erstellen, als Grundlage für ihre Berechnungen zur Wirt- schaftlichkeit der Atomkraft gemacht? Welche Vorgaben zur Überwälzung der Kosten für die Sa- nierung der Schachtanlage Asse auf die Atomkraftwerks- betreiber hat das Bundesministerium für Wirtschaft und Tech- nologie den Gutachtern für deren Berechnungen zur Wirtschaftlichkeit des Weiterbetriebs der Atomkraftwerke ge- macht? Staatssekretärin Katherina Reiche auf die Frage der Abgeordneten Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) (Drucksache 17/1917, Frage 78): Auf welche Eckpunkte für Nachrüstanforderungen für Atomkraftwerke haben sich BMU, Kanzleramt und Bundes- ministerium für Wirtschaft und Technologie auf Leitungsebene bereits geeinigt, und welcher weitere Zeitplan – bitte insbeson- dere mit Angabe bereits anberaumter Bund-Länder-Termine – ist für die Festlegung der Nachrüstanforderungen vorgesehen? Staatssekretärin Katherina Reiche auf die Frage des Abgeordneten Hans-Josef Fell (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 17/1917, Frage 79): Wie bewertet die Bundesregierung die wissenschaftliche Einschätzung des Sachverständigenrates für Umweltfragen und dessen Feststellung, dass die Umstellung auf 100 Prozent Stromversorgung durch erneuerbare Energien bis 2050 klima- verträglich, sicher und bezahlbar sei und für die Übergangs- zeit weder Verlängerungen der Laufzeit von Atomkraftwerken noch neue Kohlekraftwerke erforderlich seien?;09.06.2010
Seit der Bundestagswahl 2009 ist der Erfolg des Instruments auf verschiedenen Ebenen bedroht: ● Mit den verlängerten Laufzeiten der Atomkraft ergeben sich absehbare Frik- tionen zwischen den Bedingungen klassischer Grundlasterzeugung und den Anforderungen an moderne Stromerzeugung.;25.01.2011
"auch die Atomkraft zählt, deren Risiken nicht zu verantworten sind; ● bei Investitionen in die europäische Energieinfrastruktur den Fokus auf die Integration der erneuerbaren Energien statt auf eine weitere Intensivierung der nuklear-fossilen Infrastruktur zu legen; ● sich für verbindliche Ausbauziele in der EU für erneuerbare Energien nach 2020 mit dem Ziel einzusetzen, bis spätestens 2050 die Energieversorgung auf erneuerbare Energien umzustellen sowie ● das große Potenzial der erneuerbaren Energien für die Ziele der Energie- sicherheit zu nutzen, um so die Importabhängigkeit der EU von Energie- rohstoffen schnell zu reduzieren.";26.01.2011
54 Vogt, Ute (SPD) Kenntnis des Bundesministeriums für Umwelt, Naturschutz und Reaktorsicher- heit von den Beschädigungen des Thermoschutzrohres im Atomkraftwerk Grafenrheinfeld . Abgeordneter Frank Hofmann (Volkach) (SPD) Wie beurteilt die Bundesregierung die um Mo- nate verzögerte Meldung der bayerischen Staatsregierung hinsichtlich eines möglichen Risses einer Leitung im Hauptkühlkreislauf des Atomkraftwerks Grafenrheinfeld und die entsprechende Reaktion der Reaktorsicher- heitskommission? Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche aktuellen Erkenntnisse hat das Bundes- ministerium für Umwelt, Naturschutz und Reaktorsicherheit im Zusammenhang mit der sogenannten Bund-Länder-Nachrüstliste für Atomkraftwerke über den tatsächlichen Nach- rüstbedarf von Neckarwestheim 1, kurz GKN- 1 (insbesondere darüber, ob bei der letzten Re- vision von GKN-1 bereits erste Maßnahmen der Liste umgesetzt wurden), und inwiefern stellt der konkrete Zeitplan für die Umsetzung der ersten/vordringlichsten Maßnahmen der Liste in GKN-1 sicher, dass GKN-1 nicht auf unbestimmte Zeit auf Basis der vor kurzem be- schlossenen Laufzeitverlängerung betrieben Deutscher Bundestag – 17. Abgeordnete Ute Vogt (SPD) Auf welche Weise und wann genau erlangte das BMU Kenntnis von den im Juli 2010 be- kannt gewordenen Beschädigungen des Ther- moschutzrohres im Atomkraftwerk Grafen- rheinfeld?;28.01.2011
Auf 258 Milliarden Euro beziffert eine Studie des Forums Ökologisch-Soziale Marktwirtschaft die realen Kosten der Atomkraft. Sie will stattdessen nur längere Atomkraftwerkslaufzei- ten schmackhaft machen. Auch die geplante Höhe der Besteuerung von 2,5 Milliarden Euro relativiert sich, sieht man die Gewinne, die die Atomstromerzeuger jedes Jahr mit ihren abgeschriebenen Atomkraftwerken im Gegenzug erwirtschaften können. 1 Million Euro Ge- winn pro Tag erbringt ein Atomkraftwerk. Dass mit jedem Jahr Atomkraftwerkslaufzeit auch jede Menge neuer Atommüll entsorgt werden muss, wird dabei gerne von der schwarz-gelben Regierung unter den Tisch gekehrt. Angeblich stellte sie – allen kritischen Stimmen zum Trotz – keinerlei Risiko dar, und mit den Atomkraft- werken und ihrem Strahlenmüll hatte sie schon gar nichts zu tun. Die Asse ist untrennbar mit der kommerziellen Nut- zung der Atomkraft verknüpft. Alleine drei Vier- tel der eingelagerten Radioaktivität gehen auf abge- brannte Brennelemente aus den Atomkraftwerken Ob- righeim und Gundremmingen zurück. Der in den 70er- und 80er-Jahren vollzogene Ausbau der Atomkraft in Deutschland wäre unmöglich gewesen, hätte man nicht Abertausende Atommüllfässer in der Asse verscharren können. Neben ihrer Rolle als Nachweis für die Entsorgungs- vorsorge für den radioaktiven Abfall aus den Atomkraft- werken gibt es noch eine weitere Verbindung zwischen der Asse und der kommerziellen Atomkraftnutzung.;10.06.2010
September 2010 übermittelt hat (bitte auch mit Angabe, auf welche der drei schleswig-holsteinischen Anlagen sie sich bezieht), und welche weiteren Informationen zum anlagenspezifischen Nachrüstbedarf wurden dem BMU von den fünf Landesatomaufsichtsbehörden im Zusammenhang mit der Bund-/Länder-Nachrüst- liste für Atomkraftwerke seit dem 2. Abgeordneter Marco Bülow (SPD) Wie schätzt die Bundesregierung das betriebswirt- schaftliche Interesse des TÜV Süd an einer mög- lichst langen Laufzeit der deutschen Atomkraftwer- ke ein, und kann die Bundesregierung definitiv aus- schließen, dass betriebswirtschaftliche Interessen des TÜV Süd in irgendeiner Form die Arbeit des TÜV Süd bei der sicherheitstechnischen Überprü- fung von kerntechnischen Anlagen bzw. Matthias Miersch (SPD) Wie kann die Bundesregierung ausschließen, dass die Mitgliedschaft der drei Atomkraftwerksbetreiber E.ON, Vattenfall und EnBW im TÜV Süd e. eingeplanten Ge- samteinnahmen, die aus der Zwischenlagerung von radioaktiven Reststoffen privater Atomkraftwerks- betreiber erzielt werden bzw.;03.02.2011
140 Schwabe, Frank (SPD) Verhinderung eines Preisverfalls am CO2- Markt durch Absenkung der EU-weiten Zertifikate-Obergrenze im Emissionshan- del und weitere Maßnahmen zur Anpas- sung des Emissionshandels an die Lauf- zeitverlängerungen der Atomkraftwerke . Abgeordneter Frank Schwabe (SPD) Wird die Bundesregierung sich dafür einset- zen, dass die EU-weite Zertifikate-Obergrenze im Emissionshandel abgesenkt wird, um einen Preisverfall am CO2-Markt zu verhindern, da durch die längeren Laufzeiten der Atomkraft- werke viele Zertifikate überschüssig sind? Abgeordneter Frank Schwabe (SPD) In welcher Menge wird die Bundesregierung Zertifikate im Emissionshandel stilllegen oder auf andere Weise aus dem Verkehr ziehen, um so den Emissionshandel an die Laufzeitverlän- gerungen der Atomkraftwerke anzupassen?;04.02.2011
"Ägypten dient Deutschland als Absatzmarkt für Maschinenteile, die Kfz-, Elektronik- und IT-Industrie sowie als Rohstofflieferant; zudem gilt es als wachsender Markt für erneuerbare Energien und Atomkraft. In Tunesien stehen zusätzlich umfangreiche Privatisierungs- programme und Investitionsprogramme im Bereich der erneuerbaren Ener- gien und der Atomkraft an, von denen deutsche Investoren profitieren wollen. In Tunesien und Marokko wird die Einführung der Atomkraft von der EU im Rahmen der euro-mediterranen Partnerschaft (EUROMED) unterstützt, wel- che auch eine engere Zusammenarbeit bei der Bekämpfung des Terrorismus und die Einrichtung einer Freihandelszone vorsieht. jegliche Hilfe bei der Einführung der Atomkraft in Drittstaaten, insbesondere solche Länder mit autoritären Regimen, einzustellen, für die Zukunft auszu- schließen und dies auch von der EU im Rahmen der EUROMED einzufor- dern; 9.";08.02.2011
"Zudem wurde ein Vorrang für so genannte CO2-armer Technologien beschlossen, zu denen auch die nicht verantwortbare Atomkraft sowie die unwirtschaftliche CCS- Technologie (CCS = Carbon Capture and Storage) zählen. auch die Atomkraft und Kohlekraftwerke mit CCS zählen, deren Risiken nicht zu verantworten sind, ● einen verbindlichen Fahrplan sowie Energiestandards bei der Sanierung von Gebäuden einzusetzen; Ziel muss es sein, die Sanierungsquote auf etwa 3 Prozent jährlich zu steigern, ● die Einführung strenger Energiestandards für Geräte und Anlagen sowie für die Anwendung des Top-Runner-Ansatzes, ● eine rasche Klärung bei der Finanzierung des Energieinfrastrukturpakets der EU unter Beteiligung der öffentlichen Hand, ● die Nutzung des großen Potentials der erneuerbaren Energien für die Ziele der Energiesicherheit, um so die Importabhängigkeit der EU von Energieroh- stoffen schnell zu reduzieren.";09.02.2011
"Valerie Wilms, Kai Gehring, Uwe Kekeritz und der Fraktion BÜNDNIS 90/DIE GRÜNEN Sicherheit hat Vorrang – Atomkraftwerk Grafenrheinfeld sofort abschalten Der Bundestag wolle beschließen: I. Der Deutsche Bundestag stellt fest: Im Juni 2010 wurde bei der Revision des bayerischen Atomkraftwerks Grafen- rheinfeld ein Befund im Nuklearteil der Anlage festgestellt. Bislang wurde es von den deutschen Atomaufsichtsbehörden noch nie geduldet, dass ein Atomkraftwerk (AKW) mit einem derart gravierenden Problem im nicht absperrbaren Primärkreislaufbereich weiter am Netz bleiben darf. Dies darf bei einer Hochrisikotechnologie wie der Atomkraft unter keinen Umständen zugelassen werden. Der Deutsche Bundestag fordert die Bundesregierung auf, ● die Bayerische Atomaufsicht anzuweisen, das Atomkraftwerk Grafenrhein- feld sofort abzuschalten; ● dafür zu sorgen, das Atomkraftwerk Grafenrheinfeld erst dann wieder an- fahren und ans Netz zu lassen, wenn das aktuelle Problem im Primärkreis- lauf gelöst und seine Ursache geklärt ist; ● in Zukunft ausschließlich sicherheitsorientiert zu entscheiden und in etwa- igen analogen Fällen die sofortige Abschaltung des betroffenen Atomkraft- werks anzuordnen.";09.02.2011
"Tagesordnungspunkt 29: a) Große Anfrage der Abgeordneten Ulrich Kelber, Marco Bülow, Rolf Hempelmann, weiterer Abgeordneter und der Fraktion der SPD: Verlängerung von Restlaufzei- ten von Atomkraftwerken – Auswir- kungen auf die Entwicklung des Wett- bewerbs auf dem Strommarkt und auf den Ausbau der Erneuerbaren Ener- gien (Drucksache 17/832) . Allein schon die Debatte über eine Verlängerung der Laufzeiten von Atomkraftwerken und die Verzögerung der Entscheidun- gen führt zu einem Zusammenbruch der Investitionen. Die kommunalen Stadtwerke machen deutlich, welche Verluste es für Stadtwerke in Bürger- hand geben würde, wenn die Laufzeiten der Atomkraft- werke der großen Energiekonzerne verlängert würden. Die Stadt- werke schreiben Ihnen doch: Wir investieren nicht, be- vor wir wissen, wie das Umfeld ist, und wir werden nicht investieren, wenn Sie die Atomkraftwerkslauf- zeiten verlängern. (Beifall bei der LINKEN, der SPD und dem BÜNDNIS 90/DIE GRÜNEN) Wir haben nicht das Problem, dass die Grundlast nicht erreicht werden könnte, wir haben vielmehr das Problem, dass Sie immer noch in Richtung der Grundlast denken und glauben, die Atomkraft sei bei dem Umfang, den die erneuerbaren Energien inzwischen angenommen haben, mit ihnen zu kombinieren. Es wird auch immer wieder das Märchen erzählt, wir bräuchten die Atomkraft, weil wir CO2 sparen und ange- sichts des Klimawandels dort aktiv werden müssten. Wenn man die Gesamtbilanz berücksichtigt und die Ge- winnung und den Transport der benötigten Rohstoffe mit einbezieht, dann hat ein Atomkraftwerk eine schlechtere CO2-Bilanz als jedes fossile Erdgas-Blockheizkraftwerk. Eine solche Steuer dient dazu, die immensen volkswirtschaftlichen Gewinne, die die Atomkraftwerksbetreiber inzwischen angehäuft haben, abzuschöpfen. Es wird ja immer gesagt: Wenn die Atomkraft- werke jetzt nacheinander abgeschaltet werden müssen, gehen bei uns die Lichter aus. Diese Atomkraftwerke gehören endlich abgeschaltet! Auch das ist ein Symptom, das deutlich macht, dass wir die Lücke füllen können, die durch fehlende Atomkraft- werke entstehen würde. viele Kommunen und kommunale Versorger regen sich da- rüber auf, dass die Atomkraftwerkslaufzeit verlängert werden soll. Denn jedes Atomkraftwerk, das abgeschrieben ist, bringt täglich 1 Million Euro. Bei 17 Atomkraftwerken bedeutet das über 6 Milliarden Euro Reingewinn im Jahr. (Ulrich Kelber [SPD]: 160 andere Staaten haben auch keine Atomkraft!) Aus meiner Sicht ist das gefährlich. (Marco Bülow [SPD]: Es sind die Erneuer- baren und nicht die Atomkraftwerke!) – Das können Sie nicht wissen; Sie sind Journalist, Herr Bülow. (Marco Bülow [SPD]: Trotzdem wären die Zahlen falsch gewesen!) Ich möchte Sie daran erinnern: Obwohl im Jahre 2008 mindestens vier bis zeitweise sieben Atomkraftwerke abgeschaltet waren, war Deutschland dennoch Strom- exporteur. (Ulrich Kelber [SPD]: Das können Sie nach- lesen, Herr Koeppen!) Das heißt also, wir brauchen die Atomkraftwerke nicht. Im Gegenteil: Wir können es uns leisten, alle Atomkraft- werke bis 2020/21 abzuschalten.";11.06.2010
"84 Hofmann, Frank (Volkach) (SPD) Einholung von Auskünften über einen auf- fälligen Ultraschallbefund im Atomkraft- werk Grafenrheinfeld beim Freistaat Bayern im August 2010; verspätete Befas- sung der Reaktorsicherheits-Kommission mit diesem Vorfall . 84 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Verhalten der bayerischen Atomaufsichts- behörde im Fall des Primärkreislaufbefun- des im Atomkraftwerk Grafenrheinfeld . Abgeordneter Frank Hofmann (Volkach) (SPD) Wieso forderte die Bundesregierung im Au- gust 2010 Auskünfte hinsichtlich des auffälli- gen Ultraschallbefundes im Atomkraftwerk Grafenrheinfeld von der Bayerischen Staatsre- gierung an, obwohl es sich angeblich nicht um einen meldepflichtigen Vorgang handelt, bzw. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Hat die bayerische Atomaufsichtsbehörde nach den Erkenntnissen des Bundesministe- riums für Umwelt, Naturschutz und Reaktorsi- cherheit (BMU) im letzten Jahr in ihre Abwä- gungen und Entscheidungen, wie mit dem ak- tuellen Primärkreislaufbefund im Atomkraft- werk Grafenrheinfeld zu verfahren sei, einbe- zogen, welche Anlagenstillstandsdauer eine so- fortige Ursachenklärung (zerstörende Prü- fung) zur Folge gehabt hätte, und wurde bei dem BMU-Gespräch mit der bayerischen Atomaufsichtsbehörde erörtert, ob diese stets von einer Verfügbarkeit des Austauschrohrseg- ments etwa im März/April 2011 oder zunächst von einer späteren Verfügbarkeit (und damit auch einer verfügbarkeitsbedingten längeren Stillstandsdauer) wie beispielsweise 1,5 bis 2 Jahre ausging (ggf.";11.02.2011
