filtered_text;sentiment;date
"April 1986 explodierte der Block 4 des Atomkraftwerks Tschernobyl nahe der ukrainischen Stadt Prypjat. Mehr als 100 Millionen Tonnen mit Tri- tium verseuchtes Wasser sollen ins Meer eingeleitet werden, da die Lagerkapazitäten auf dem Gelände des havarierten Atomkraftwerks (AKW) längst erschöpft sind. Atomkraft beherrschen zu wollen war von Anfang an Hybris. Seiner Verantwortung folgend, beschloss der Deutsche Bundestag nach dem Super- GAU von Fukushima fraktionsübergreifend, bis Ende 2022 alle deutschen Atomkraft- werke abzuschalten. Ein ernst gemeinter Atomausstieg bedeutet mehr als Abschaltdaten für noch laufende Atomkraftwerke. Der Deutsche Bundestag sieht hier Handlungsbedarf: – Obwohl spätestens seit Fukushima höchste Sicherheitsstandards für die deut- schen Atomkraftwerke gelten sollen, erfüllt das AKW Gundremmingen weder frühere noch heutige Anforderungen an die Erdbebensicherheit. – Die Bundesregierung muss sich für die Abschaltung der grenznahen Atomkraft- werke in Belgien, Frankreich, der Schweiz und Tschechien einsetzen, die bedeu- tende Sicherheitsmängel aufweisen. sich international für einen möglichst raschen Ausstieg aus der Atomkraft und Umstieg auf eine Energieversorgung, basierend auf erneuerbaren Energien, ein- zusetzen sowie für eine weltweite Ächtung des Uranabbaus und als Zwischen- schritt im Hinblick auf das nach Deutschland und in die EU importierte Uran Transparenz über die Herkunft sowie substanzielle und verbindliche ökologische, soziale und menschenrechtliche Standards beim Abbau einzufordern; 3. auf europäischer Ebene darüber hinaus o für die Schaffung eines neuen Regelwerks einzutreten, das es Anrainerstaa- ten ermöglicht, Einfluss auf die Sicherheitsanforderungen für grenznahe Atomkraftwerke nehmen zu können; o für eine deutliche Erhöhung der Sicherheitsstandards und Haftungsanforde- rungen einzutreten; o darauf hinzuwirken, dass es in Europa grundsätzlich keine Erlaubnisse für längere AKW-Betriebszeiten als 40 Jahre mehr gibt, bis dahin jedoch min- destens für AKW-Laufzeitverlängerungen und AKW-Betriebszeiten über 40 Jahre hinaus eine Umweltverträglichkeitsprüfung mit grenzüberschreitender Öffentlichkeitsbeteiligung inklusive verbindlichen Erörterungsterminen in allen verfahrensbeteiligten Staaten geben muss; o für ein neues Regelwerk einzutreten, das Atomtransporte in Europa transpa- renter macht und auf ein Minimum beschränkt; o vor dem Hintergrund des Atomunfalls mit Ruthenium-106-Freisetzung vom Herbst 2017 andere Staaten für eine rasche Reform der internationalen Früh- warnkonvention für Atomunfälle zu gewinnen, da das aktuelle Warnsystem bei dem Ruthenium-Vorfall eklatant versagt hat. o sich konkret der Nichtigkeitsklage anderer Länder gegen die Bewilligung staatlicher Beihilfen im Fall des ungarischen AKW-Neubaus Paks II als Streithelfer anzuschließen; o sich künftig dafür einzusetzen, dass Neubauprojekte von Atomkraftwerken nicht staatlich subventioniert werden und im Falle einer Bewilligung durch die EU-Kommission eine Nichtigkeitsklage beim Gerichtshof der Europäi- schen Union einzureichen oder sich der Klage eines anderen europäischen Staates anzuschließen; o sich gegen das unverantwortliche türkisch-russische AKW-Neubauvorhaben in der stark erdbebengefährdeten türkischen Region Akkuyu zu engagieren; o eigene Fachstellungnahmen im Rahmen grenzüberschreitender Umweltver- träglichkeitsprüfungen für AKW-Neubauvorhaben oder -Laufzeitverlänge- rungen in Europa abzugeben und hierfür erforderlichenfalls die rechtlichen Rahmenbedingungen anzupassen; o auf eine Neuausrichtung des Euratom-Vertrags hinzuwirken und zwar derge- stalt, dass die dort festgeschriebene Sonderstellung der Atomenergie abge- schafft wird und vor allem die Passagen gestrichen werden, die Investitionen Drucksache 19/1731 – 4 – Deutscher Bundestag – 19. Wahlperiode in die Atomkraft begünstigen; sollte diese Neuausrichtung auf europäischer Seite nicht durchsetzbar sein, muss der Euratom-Vertrag von deutscher Seite aus gekündigt werden; o bereits jetzt die notwendigen Schritte einzuleiten, um schnellstmöglich aus dem Milliardengrab ITER aussteigen zu können; 4. Wahlperiode – 5 – Drucksache 19/1731 Ausfuhrgenehmigungen der ANF Lingen zu den belgischen Atomkraftwer- ken Doel und Tihange anordnet, da Ausfuhrgenehmigungen für Brennele- mente in diese AKW gemäß § 3 Absatz 3 Nummer 2 des Atomgesetzes nicht mehr erteilt werden dürfen; o grundlegend keine Ausfuhrgenehmigungen in die die deutsche Sicherheit ge- fährdenden Risiko-AKW wie Doel und Tihange in Belgien, Fessenheim und Cattenom in Frankreich oder Beznau und Leibstadt in der Schweiz erteilt; o im Sinne der Vollendung eines konsequenten und glaubwürdigen Ausstiegs aus der Nutzung der Atomenergie die gesetzlichen Voraussetzungen zur Stilllegung aller Anlagen des Kernbrennstoffkreislaufs (außer den für die in- ländische Entsorgung erforderlichen) schafft. Bundestagsdrucksache 19/964); o im Sinne des konsequenten und glaubwürdigen Atomausstiegs alle Bundes- investments an AKW-betreibenden Konzernen unverzüglich beendet; o dafür sorgt, dass bei den noch im Leistungsbetrieb befindlichen Atomkraft- werken auf alle Fälle noch eine periodische Sicherheitsüberprüfung durchge- führt wird; o Atomtransporte minimiert und sicherer macht, z.";negative;18.04.2018
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Kenntnisse hat die Bundesregierung dar- über, inwiefern die belgische Atomaufsicht mel- depflichtige Ereignisse in belgischen Atomkraft- werken in vergleichbarer Weise elektronisch er- fasst, wie dies die Störfallmeldestelle des Bundes mit dem Datenbanksystem BEVOR tut (ggf.;neutral;20.04.2018
Wahlperiode 25.04.2018 Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Harald Ebner, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 19/1565 – Polens Einstieg in die Atomkraft V o r b e me r k u n g d e r F r a g e st e l l e r Am 12. Dezember 2017 kündigte der neue polnische Ministerpräsident Mateusz Morawiecki in seiner Grundsatzrede an, für die Zukunft der Energiegewinnung seines Landes neben den erneuerbaren Energien auch die Atomkraft nutzen zu wollen (Quelle: www.wiwo.de/politik/ausland/polen-neuer-ministerpraesident- will-an-kohle-energie-festhalten/20703696.html). Damit knüpft er an die Be- strebungen seiner Vorgängerregierungen an, die seit Jahren ein Atomkraftwerk an einem der drei Standorte Choczewo, Lubiatowo-Kopalino und Żarnowiec, alle drei in der Nähe von Danzig, bauen wollen. Laut dem polnischen Energieminister Krzysztof Tchorzewski soll noch in der ersten Hälfte dieses Jahres darüber entschieden werden, ob das Atomkraftwerk gebaut wird oder nicht (Quelle: www.reuters.com/article/us-poland-nuclear/poland-to-decide- later-this-year-on-building-nuclear-plant-idUSKBN1FI1Q8). Wahlperiode die Errichtung von zwei Atomkraftwerken mit einer elektrischen Gesamtleistung von ca. Nach Kenntnis der Bundesregie- rung ist aber noch keine Entscheidung über die Form der geplanten Finanzierung des Baus des ersten Atomkraftwerks gefallen. Hat die Bundesregierung mit der polnischen Regierung Gespräche über einen verstärkten Ausbau der erneuerbaren Energien, anstelle eines Einstiegs in die Atomkraft, gesprochen? 141 heißt: „Wir wollen keine EU-Förderung für neue Atomkraft- werke.“?;neutral;23.04.2018
"April 1986 explodierte der Block 4 des Atomkraftwerks Tschernobyl nahe der ukrainischen Stadt Prypjat. Mehr als eine Million Tonnen mit Tri- tium verseuchtes Wasser sollen ins Meer eingeleitet werden, da die Lagerkapazitäten auf dem Gelände des havarierten Atomkraftwerks (AKW) längst erschöpft sind. Atomkraft beherrschen zu wollen war von Anfang an Hybris. Seiner Verantwortung folgend, beschloss der Deutsche Bundestag nach dem Super- GAU von Fukushima fraktionsübergreifend, bis Ende 2022 alle deutschen Atomkraft- werke abzuschalten. Ein ernst gemeinter Atomausstieg bedeutet mehr als Abschaltdaten für noch laufende Atomkraftwerke. Der Deutsche Bundestag sieht hier Handlungsbedarf: – Obwohl spätestens seit Fukushima höchste Sicherheitsstandards für die deut- schen Atomkraftwerke gelten sollen, erfüllt das AKW Gundremmingen weder frühere noch heutige Anforderungen an die Erdbebensicherheit. – Die Bundesregierung muss sich für die Abschaltung der grenznahen Atomkraft- werke in Belgien, Frankreich, der Schweiz und Tschechien einsetzen, die bedeu- tende Sicherheitsmängel aufweisen. sich international für einen möglichst raschen Ausstieg aus der Atomkraft und Umstieg auf eine Energieversorgung, basierend auf erneuerbaren Energien, ein- zusetzen sowie für eine weltweite Ächtung des Uranabbaus und als Zwischen- schritt im Hinblick auf das nach Deutschland und in die EU importierte Uran Transparenz über die Herkunft sowie substanzielle und verbindliche ökologische, soziale und menschenrechtliche Standards beim Abbau einzufordern; 3. auf europäischer Ebene darüber hinaus o für die Schaffung eines neuen Regelwerks einzutreten, das es Anrainerstaa- ten ermöglicht, Einfluss auf die Sicherheitsanforderungen für grenznahe Atomkraftwerke nehmen zu können; o für eine deutliche Erhöhung der Sicherheitsstandards und Haftungsanforde- rungen einzutreten; o darauf hinzuwirken, dass es in Europa grundsätzlich keine Erlaubnisse für längere AKW-Betriebszeiten als 40 Jahre mehr gibt, bis dahin jedoch min- destens für AKW-Laufzeitverlängerungen und AKW-Betriebszeiten über 40 Jahre hinaus eine Umweltverträglichkeitsprüfung mit grenzüberschreitender Öffentlichkeitsbeteiligung inklusive verbindlichen Erörterungsterminen in allen verfahrensbeteiligten Staaten geben muss; o für ein neues Regelwerk einzutreten, das Atomtransporte in Europa transpa- renter macht und auf ein Minimum beschränkt; o vor dem Hintergrund des Atomunfalls mit Ruthenium-106-Freisetzung vom Herbst 2017 andere Staaten für eine rasche Reform der internationalen Früh- warnkonvention für Atomunfälle zu gewinnen, da das aktuelle Warnsystem bei dem Ruthenium-Vorfall eklatant versagt hat; o sich konkret der Nichtigkeitsklage anderer Länder gegen die Bewilligung st Wahlperiode stalt, dass die dort festgeschriebene Sonderstellung der Atomenergie abge- schafft wird und vor allem die Passagen gestrichen werden, die Investitionen in die Atomkraft begünstigen; sollte diese Neuausrichtung auf europäischer Seite nicht durchsetzbar sein, muss der Euratom-Vertrag von deutscher Seite aus gekündigt werden; o bereits jetzt die notwendigen Schritte einzuleiten, um schnellstmöglich aus dem Milliardengrab ITER aussteigen zu können; 4. Wahlperiode – 5 – Drucksache 19/2113 den Ausbau der Windenergie nicht länger zu blockieren; o einen sofortigen Exportstopp für die Brennelementelieferungen mit aktuellen Ausfuhrgenehmigungen der ANF Lingen zu den belgischen Atomkraftwer- ken Doel und Tihange anordnet, da Ausfuhrgenehmigungen für Brennele- mente in diese AKW gemäß § 3 Absatz 3 Nummer 2 des Atomgesetzes nicht mehr erteilt werden dürfen; o grundlegend keine Ausfuhrgenehmigungen in die die deutsche Sicherheit ge- fährdenden Risiko-AKW wie Doel und Tihange in Belgien, Fessenheim und Cattenom in Frankreich oder Beznau und Leibstadt in der Schweiz erteilt; o im Sinne der Vollendung eines konsequenten und glaubwürdigen Ausstiegs aus der Nutzung der Atomenergie die gesetzlichen Voraussetzungen zur Stilllegung aller Anlagen des Kernbrennstoffkreislaufs (außer den für die in- ländische Entsorgung erforderlichen) schafft. Bundestagsdrucksache 19/964); o im Sinne des konsequenten und glaubwürdigen Atomausstiegs alle Bundes- Investments an AKW-betreibenden Konzernen unverzüglich beendet; o dafür sorgt, dass bei den noch im Leistungsbetrieb befindlichen Atomkraft- werken auf alle Fälle noch eine periodische Sicherheitsüberprüfung durchge- führt wird; o Atomtransporte minimiert und sicherer macht, z.";negative;15.05.2018
Castortransporte aus dem Atomkraftwerk Obrigheim in das Zwischenlager Neckarwestheim Zwischen dem 16. Dezem- ber 2017 (Ankunft des fünften und letzten Transports in Neckarwestheim) wur- den nach Kenntnis der Fragestellenden insgesamt 15 Castorbehälter mit hochra- dioaktiven abgebrannten Brennelementen aus dem stillgelegten Atomkraftwerk (AKW) Obrigheim in das Zwischenlager nach Neckarwestheim transportiert. eines Brennelementlagers, das als Teil eines Atomkraftwerks genehmigt ist, und welche Behörden sind da- für zuständig?;neutral;16.05.2018
1933 B Mündliche Frage 89 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wiederanfahren des Atomkraftwerks Fes- senheim 2 Antwort Rita Schwarzelühr-Sutter, Parl . Staatssekretärin Rita Schwarzelühr-Sutter auf die Frage der Abgeordneten Sylvia Kotting-Uhl (BÜNDNIS 90/DIE GRÜNEN): Welche Kenntnisse hat die Bundesregierung darüber, dass ein Experte seine Beteiligung am Abschlussbericht zum Wie- deranfahren des Atomkraftwerks Fessenheim 2 verweigert haben soll, weil er die Entscheidung für ein Wiederanfahren nicht mittragen wollte (vergleiche „Badische Zeitung“ vom 13 . Der Bundesregierung liegen keine Kenntnisse über eine solche verweigerte Beteiligung am Abschlussbericht zum Wiederanfahren des Atomkraftwerks Fessenheim 2 vor .;negative;21.03.2018
81 Zdebel, Hubertus (DIE LINKE.) Prüfung von Gutachten zum Exportverbot von Kernbrennstoffen für ausländische Atomkraftwerke ........................................... Abgeordneter Markus Herbrand (FDP) Wie kann die Bundesregierung vor dem Hinter- grund zahlreicher bekannter gravierender Sicher- heitsmängel in den Atomkraftwerken Tihange 1, Tihange 2 und Doel 3 (vgl.www1.wdr.de/ daserste/monitor/extras/pressemeldung-tihange- 100.html, Recherchen WDR-Hörfunk und ARD- Magazin „Monitor“) glaubhaft und erfolgreich für ein Abschalten ebendieser Kernkraftwerke auf- grund von Sicherheitsbedenken werben, wenn sie gleichzeitig die Bundesbeteiligung an den ge- nannten Kernkraftwerken laut Presseberichten über staatliche Pensionsfonds um 236 Prozent auf aktuell 21,5 Mio. Mai 2018 Im Koalitionsvertrag zwischen CDU, CSU und SPD wurde vereinbart, alle Beteiligungen staatlicher Fonds an Atomkraftwerken im Ausland konsequent zu beenden. Die Sicherheit der belgischen Atomkraftwerke Tihange und Doel ist u. Die Bewertung der nuklearen Sicherheit der belgischen Atomkraftwerke liegt allerdings in der alleinigen Verantwortung der zuständigen atomrechtlichen Auf- sichtsbehörde Federaal Agentschap voor Nucleaire Controle (FANC). Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Eckdatenkenntnisse hat das Bundesmi- nisterium für Umwelt, Naturschutz und nukleare Sicherheit im Zusammenhang mit dem sogenann- ten schwimmenden russischen Atomkraftwerk, also dem mit zwei Leistungsreaktoren ausgestatteten Schiff „Akademik Lomonossow“, über dessen si- cherheitstechnische Auslegung wie beispiels- weise Auslegung gegen Einwirkungen von au- ßen, Redundanzgrad des Sicherheitssystems, Containmenteigenschaften, Core-Catcher-Eigen- schaften usw. www.bmu.de/themen/atomenergie- strahlenschutz/nukleare-sicherheit/details- nukleare-sicherheit/artikel/urenco-gutachten/) hinaus bezüglich der im Koalitionsvertrag zwi- schen CDU, CSU und SPD vereinbarten Umset- zung/Prüfung des rechtssicheren Verbots von Ex- porten von Kernbrennstoffen für ausländische Atomkraftwerke (AKW) wie z.;negative;14.05.2018
Julia Verlinden, Daniela Wagner und der Fraktion BÜNDNIS 90/DIE GRÜNEN Reaktordruckbehälter-Unregelmäßigkeiten und Verantwortlichkeiten bei der Errichtung der belgischen Atomkraftwerke Tihange 2 und Doel 3 An den Kernkomponenten der belgischen Atomkraftwerke (AKW) Tihange 2 und Doel 3, den sogenannten Reaktordruckbehältern (RDB), wurden im Jahr 2012 viele tausend Risse bzw. hinsichtlich der Sicher- heitskultur im belgischen Atomkraftbereich aus dem Umstand ergeben, dass die betreffenden RDB-Materialschwächen bereits zur Errichtungszeit der beiden AKW einem bestimmten Personenkreis auf Hersteller-, Zulieferer- und Auftrag- geber- bzw. Betreibern der belgischen Atomkraftwerke (AKW) Tihange 2 und Doel 3 materialtechnische Unregel- mäßigkeiten an Reaktordruckbehälter-Bauteilen dieser beiden AKW bereits zur Errichtungszeit bekannt waren (vgl. nicht vollständig bekannt ist, und b) gegebenenfalls, inwiefern FANC bekannt ist, ob diese Personen heute noch im Atomkraftbereich tätig sind? Beabsichtigt die Bundesregierung, bei der bevorstehenden zweiten Sitzung der DBNK nicht nur generell über die jeweiligen nationalen atomrechtlichen Meldeverfahren mit der FANC zu sprechen, sondern diese auch speziell um Auskunft zu bitten, inwiefern die der FANC gemeldeten meldepflichtigen Ereignisse in belgischen Atomkraftwerken von der FANC elektronisch er- fasst werden in einer Art von Datenbank (vgl.;neutral;29.05.2018
Kohlendioxid und Atomkraft seien für sie kein „Teufelszeug“.;positive;02.07.2018
Abgeordneter Hubertus Zdebel (DIE LINKE.) Für welche Atomkraftwerksblöcke in Belgien und Frankreich liegen der Bundesregierung An- träge oder Genehmigungen für die Lieferung von Kernbrennstoffen (BAFA oder BfE) aus den Uranfabriken Gronau oder/und Lingen vor, und für welchen jeweiligen Lieferzeitraum sind diese beantragt? Sabine Konrad sowie Abschnitt „Atompoli- tik“ im Koalitionsvertrag zwischen CDU, CSU und SPD), und gibt es bereits einen Zeitplan des BMU für eine gesetzliche Neuregelung, damit im Bereich Atomkraft sowie nukleare Ver-/Entsor- gung geheimhaltungsbedürftige Unterlagen unter Wahrung des Geheimschutzes zukünftig ange- messen in verwaltungsgerichtliche Verfahren ein- gebracht werden können (ggf. Mai 2018 im Kabinett be- schloss, nicht mehr die Ausschlussregelung ent- halten, dass Atomkraftwerke-Elektrizitätsmengen, für die vom Bund ein Ausgleich geleistet wurde, nicht mehr auf andere Atomkraftwerke übertra- gen werden können, die in der Entwurfsfassung dieses Gesetzentwurfs vom 27.;neutral;01.06.2018
Julia Verlinden, Daniela Wagner und der Fraktion BÜNDNIS 90/DIE GRÜNEN Euratom-Vertrag reformieren – Sonderstellung der Atomkraft jetzt abschaffen Der Bundestag wolle beschließen: I. Elf Jahre später sollte dies nun, gemeinsam mit weiteren Mitgliedstaa- ten, die auf eine Abkehr von der Atomkraft dringen, endlich in die Tat umgesetzt wer- den. Der erfolgte gesellschaftliche und politische Wandel in Bezug auf die geschwundene Akzeptanz der Atomkraft wurde im Euratom-Vertragstext bisher ebenso wenig berücksichtigt wie der Aufstieg der erneuerbaren Energien. Damit Atomausstieg und Energiewende europaweit gelingen, bedarf es einer grundlegenden Revision von Euratom, welche sowohl die Abschaffung der Sonderstellung der Atomkraft als auch die Schaffung einer Gemeinschaft für erneuerbare Energien zum Ziel hat. Die durch den Euratom-Vertrag festgeschriebene Sonderstellung der Atomkraft soll abgeschafft werden, insbesondere sollen alle Passagen des Euratom-Vertra- ges und darauf beruhenden „Hinweisenden Nuklearprogramme“ gestrichen wer- den, die Investitionen, Forschungsförderung und Genehmigungsprivilegien im Bereich der Atomkraft begünstigen und AKW-Projekten gegenüber anderen Energieträgern einen wettbewerbsverzerrenden Vorteil verschaffen. Unter Berücksichtigung der Tatsache, dass die Atomenergie bedauerlicherweise noch einige Zeit Teil des Energiemixes mancher Mitgliedstaaten bleiben wird, müssen höchstmögliche, verbindliche Sicherheitsstandards für Atomkraftwerke gelten. Es soll ein verbindliches neues Regelwerk geschaffen werden, das neben den Bürgerinnen und Bürgern auch Anrainerstaaten ermöglicht, Ein- fluss auf die Sicherheitsanforderungen für grenznahe Atomkraftwerke nehmen zu Deutscher Bundestag – 19. Neben den Atomkraftwerken müssen auch allen anderen Atomanlagen wie bei- spielsweise die zur Zwischen- und Endlagerung dem Stand von Wissenschaft und Technik entsprechen. Der europaweite Ausstieg aus der Atomkraft soll vorangetrieben werden. Anton Hofreiter und Fraktion Begründung Für die Nutzung der Atomkraft gibt es in der EU keine Mehrheit. Ein großer Teil der Mitgliedstaaten ist nie in die kommerzielle Nutzung der Atomkraft eingestiegen. Zudem sprach sich eine Mehrheit der Bevölkerung in Italien und Litauen 2011 beziehungsweise 2012 gegen einen Wiedereinstieg in die Atomkraft aus. Der Ausbau der Atomkraft ist nicht nur gefährlich, sondern auch ein riskantes finanzielles Abenteuer geworden, wie die jüngsten Ausbauprojekte allesamt zeigen. Der COP21-Klimavertrag kann nicht durch Investitionen in Atomkraft erfüllt werden, sondern nur durch ent- schlossene Maßnahmen in die Energiewende, allen voran Energieeffizienz und erneuerbare Energien. Trotzdem wird auf Grundlage des Euratom-Vertrags der Neubau von Atomkraftwerken unterstützt. Mit Hilfe des anti- quierten Atomvertrags wird der Ausbau der Atomkraft gegen alle Erkenntnisse gefördert und werden Atomstrom Wettbewerbsvorteile gegenüber Strom aus Gas- und KWK-Kraftwerken sowie gegenüber den erneuerbaren Energien verschafft. Es ist die alte Mär, dass Atomkraft unverzichtbar zur Bewältigung der Klimakrise sei. Bei Atomkraft handelt es sich um eine ökologische und ökonomische Auslauftechnologie, die mit horrenden Subventionen künstlich am Leben gehalten werden soll. Deswegen muss die antiquierte Privilegierung von Atomkraft durch den Euratom-Vertrag beendet werden. Auch wenn sich aus Euratom ergibt, dass das Betreiben von Atomkraftwerken die souveräne Entscheidung eines jeden Landes ist, lebt kein Land unter einer Glasglocke. Atomkraft ist eine gefährliche, veraltete und teure Risikotechnologie. In den belgischen Atomkraftwerken Doel 3 und Tihange 2 wurden 2012 eine Unzahl an Rissen in sen- siblen Bereichen festgestellt, in den französischen Atomkraftwerken Fessenheim und Cattenom herrschen Män- gel wie unzureichender Überflutungsschutz und ungenügende Erdbebensicherheit und im schweizerischen Be- znau wird der älteste Druckwasserreaktor der Welt betrieben, der ebenfalls massive Defekte aufweist.;negative;05.06.2018
